id,Sistema,Assunto,Mnemônico,Funcionalidade,Versão,Vínculo,Órgão,UPAG,UORG,Data,Nota,comments
161,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,SER,20115,,,2025-06-17 11:24:03.442,2,MUITO DIFICIL PARA ANEXAR DOCUMENTOS.
162,SIGEPE,Frequência,VISFICDEFRE,Visualizar Ficha de Frequência,0,,36205,2071.0,,2025-06-17 11:15:53.266,5,
163,SIGEPE,Central de Mensagens,LEITOR,Leitor de mensagens,0,SER,57202,,,2025-06-17 09:27:58.934,4,
164,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,SER,57202,,,2025-06-17 08:25:48.782,1,não conclui assinatura por token
165,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,SER,26407,,,2025-06-16 16:49:41.505,1,O sistema não aceita colocar a data e início e fim da declaração 
166,SIGEPE,Central de Mensagens,LEITOR,Leitor de mensagens,0,SER,26292,,,2025-06-16 15:22:37.005,1,"Crítica construtiva ao sistema de recebimento de mensagens
O atual sistema de recebimento de mensagens apresenta uma limitação significativa: a ausência de opções claras e diretas para resposta por parte do usuário. Isso impacta negativamente na comunicação,"
167,SIGEPE,Requerimento,CONSULTPROCESS,Analisar Requerimento,77,SER,57202,12444.0,,2025-06-16 14:09:05.646,4,
168,SIGEPE,Central de Mensagens,LEITOR,Leitor de mensagens,0,PEN,16000,,,2025-06-16 13:43:02.906,5,
169,SIGEPE,Requerimento,SERVIPACOTPROCE,Dar Ciência,191,,57202,9458.0,9437.0,2025-06-13 07:34:51.979,5,
170,SIGEPE,Central de Mensagens,LEITOR,Leitor de mensagens,0,PEN,26236,,,2025-06-12 15:36:09.439,5,Excelente 
171,SIGEPE,Central de Mensagens,LEITOR,Leitor de mensagens,0,SER,26262,,,2025-06-11 17:03:33.873,5,
172,SIGEPE,Central de Mensagens,LEITOR,Leitor de mensagens,0,SER,70000,279.0,1531.0,2025-06-11 09:37:08.988,4,TRANQUILO
173,SIGEPE,Pensão Alimentícia,CONSULTPENSAOA,Início,0,SER,57202,,,2025-06-11 07:21:58.977,2,"O campo CPF está curto. Embora funcional, não mostra todos os dígitos."
174,SIGEPE,Central de Mensagens,LEITOR,Leitor de mensagens,0,SER,26269,420.0,332.0,2025-06-10 15:00:05.648,1,Não sei onde colocar os comprovante de pagamento do plano de saúde.
175,SIGEPE,Central de Mensagens,LEITOR,Leitor de mensagens,0,PEN,40805,,,2025-06-10 14:12:16.9,5,
176,SIGEPE,Central de Mensagens,LEITOR,Leitor de mensagens,0,SER,57202,9458.0,9387.0,2025-06-10 07:26:22.448,5,
177,SIGEPE,Requerimento,SERVIPACOTPROCE,Consultar,190,SER,26292,,,2025-06-09 19:13:58.258,1,pessimo para pior....
178,SIGEPE,Requerimento,SERVIPACOTPROCE,Consultar,190,SER,57202,,,2025-06-09 18:32:59.699,1,pessima muito confusa
179,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,SER,57202,,,2025-06-09 18:21:04.63,1,complicado
180,SIGEPE,Publicação,PAGESPUBLICADAS,Cadastrar Ato para Publicação,0,SER,26269,,,2025-06-09 18:16:34.099,1,Dá erro o tempo todo. Não consigo publicar portaria.
181,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,SER,39252,,,2025-06-09 17:53:07.036,5,Excelente
182,SIGEPE,Central de Mensagens,LEITOR,Leitor de mensagens,0,SER,57202,,,2025-06-09 15:04:42.853,5,
183,SIGEPE,Benefício,CLCULOSEFETUAD,Cálculos Efetuados,0,,26435,,,2025-06-09 10:51:48.058,3,"Sugestão de melhoria. Ao fim dos ajustes unificar as informações, mesmo que em outra aba para não perder o histórico.
Exemplo:
Total recebido: XXX
Total descontado: YY
Valor total pago ao servidor: XX - YY

As vezes fica dificil entender para explicar aos servidores."
184,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,SER,26403,,,2025-06-08 17:15:52.624,2,acessibilidade
185,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,SER,57202,,,2025-06-08 10:56:19.218,4,
186,SIGEPE,Requerimento,SERVIPACOTPROCE,Consultar,190,SER,26403,,,2025-06-06 18:04:31.87,4,
187,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,SER,57202,,,2025-06-06 11:59:18.633,5,Confirmando excelente!
188,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,,57202,9458.0,13559.0,2025-06-06 11:28:10.335,1,A FUNCIONALIDADE NÃO FUNCIONA. O SISTEMA NÃO FUNCIONA.
189,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,SER,57202,,,2025-06-05 11:13:31.539,3,muito confuso
190,SIGEPE,Consignação,DENTEROCOLST,Detalhes da Reclamação,4,SER,52233,,,2025-06-05 09:37:59.261,2,Sugiro que o prazo de resposta seja maior. Fui tentar efetuar contestação e o meu prazo já venceu em menos de 5 dias úteis.
191,SIGEPE,Avaliação de Desempenho,AVDEREAVDESE,Realizar Minha Avaliação de Desempenho,0,SER,40701,,,2025-06-05 08:24:03.223,5,
192,SIGEPE,Gestão de Vínculo,VINCUCONSUVINCU,Alterar Vínculo,37,SER,26258,537.0,,2025-06-04 19:25:20.869,3,"não está funcionando para renovar estágio, erro de pendência de cnpj."
193,SIGEPE,Requerimento,SERVIPACOTPROCE,Consultar,190,SER,57202,,,2025-06-04 18:19:30.819,5,
194,SIGEPE,Assentamento Funcional Digital,PAGESPESQUASSEN,Pesquisar Assentamento Funcional Digital,0,SER,26410,,,2025-06-04 17:43:49.189,2,Muito morosa.
195,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,SER,57202,,,2025-06-04 14:33:46.963,5,
196,SIGEPE,Requerimento,SERVIPACOTPROCE,Detalhar Requerimento,189,,57202,12986.0,8956.0,2025-06-03 08:05:43.374,4,um pouco de dificuldade para navegar
197,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,SER,26411,,,2025-06-02 19:04:00.005,4,
198,SIGEPE,Central de Mensagens,LEITOR,Leitor de mensagens,0,PEN,40806,,,2025-06-02 16:47:53.115,5,Boa tarde .Eu gostaria de obter o informe de rendimento qual caminho de acesso aqui
199,SIGEPE,Avaliação de Desempenho,PLTREQPEPLTREQ,Pesquisar Plano de Trabalho da Equipe,0,SER,57202,,,2025-06-02 15:42:04.205,1,Não abre as opções para consulta.
200,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,SER,57202,,,2025-06-02 14:47:18.353,1,Não consigo validar meu requerimento de acúmulo de cargo
201,SIGEPE,Requerimento,SERVIPACOTPROCE,Consultar,188,SER,39252,,,2025-06-02 12:33:34.769,2,"Existe uma situação devemos anexar algum documentos que seja não esta sendo possível já a tecla +incluir é acionada para os fins não dá abertura para os fins de incluir documentos aos fins necessários o sistema fecha, e ainda informa que esta tudo OK, o que nem deu abertura para anexar qualquer docs"
202,SIGEPE,Frequência,VISFICDEFRE,Visualizar Ficha de Frequência,0,,40116,26.0,,2025-06-02 12:26:52.341,1,"Não tem opção para selecionar vários dias e registrar o mesmo código de PGD para servidor semipresencial, toda hora precisa ficar desativando, gasta muito tempo"
203,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,,17600,489.0,763.0,2025-06-02 11:15:58.546,3,Tentei fazer o envio durante a última semana e sempre apresentava erro!
204,SIGEPE,Afastamento,PESQUISFILTRAR,Pesquisar Concessão,40,SER,26233,34.0,,2025-06-02 11:07:44.859,5,
205,SIGEPE,Requerimento,SERVIPACOTPROCE,Dar Ciência,187,SER,36201,,,2025-06-02 10:59:17.186,5,Não sei se consegui dar ciencia ao processo.
206,SIGEPE,Central de Mensagens,LEITOR,Leitor de mensagens,0,PEN,40806,,,2025-05-31 23:12:39.698,1,"Quando você está pesquisando um CPF e tenta sair para fazer outra pesquisa, com outro CPF, não consegue pois não tem a opção sair.
"
207,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,SER,57202,,,2025-05-31 21:10:42.715,3,Só com um manual para entender.
208,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,SER,26232,,,2025-05-31 21:01:48.006,5,Fácil de usar.
209,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,SER,26236,,,2025-05-30 23:05:06.21,2,"Boa noite!

Segui os procedimentos conforme a orientação. Porém, não consegui anexar o comprovante. Por favor, aguardo orientações sobre como proceder para enviar a comprovação. 

Atenciosamente"
210,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,SER,40701,,,2025-05-30 22:20:24.105,4,
211,SIGEPE,Central de Mensagens,LEITOR,Leitor de mensagens,0,PEN,40108,,,2025-05-30 19:12:29.513,1,Preciso baixar um PDF do extrato de consignações ativos e não consigo.
212,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,SER,57202,,,2025-05-30 18:04:26.161,1,"não consigo acessar,  ele não deixa colocar o nome do plano e a data "
213,SIGEPE,Central de Mensagens,LEITOR,Leitor de mensagens,0,SER,70000,,,2025-05-30 16:23:46.018,4,
214,SIGEPE,Requerimento,SERVIPACOTPROCE,Consultar,186,,13300,947.0,131.0,2025-05-30 15:25:35.183,1,Péssimo sistema. Não é intuitivo e é complicado de utilizar.
215,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,SER,57202,,,2025-05-30 13:54:55.668,4,bom
216,SIGEPE,Central de Mensagens,LEITOR,Leitor de mensagens,0,SER,26439,,,2025-05-30 13:26:48.95,4,
217,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,SER,57202,,,2025-05-30 12:38:40.652,5,Excelente esta funcionalidade do sistema .
218,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,SER,57202,,,2025-05-30 12:15:44.245,5,Muito prático para o preenchimento.
219,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,SER,57202,,,2025-05-30 11:53:31.76,5,"Muito prático, e fácil de operar o sistema"
220,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,SER,17600,,,2025-05-30 09:58:45.467,1,Péssimo!
221,SIGEPE,Avaliação de Desempenho,AVDEREAVDESE,Realizar Minha Avaliação de Desempenho,0,SER,25000,,,2025-05-30 06:07:29.747,1,Não tenho avaliação?
222,SIGEPE,Requerimento,SERVIDOBOASVIN,Ajuda,0,SER,26241,,,2025-05-29 21:20:49.34,3,Tenho muita dificudade para anexar arquivos do meu celular no pacote de requerimentos enviados pelo Sigepe (ao clicar na lupa as vezes ele não procura o arquivo).
223,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,PEN,26245,,,2025-05-29 19:41:57.043,2,"BENEFICIO DE ASSISTENCIA À SAÚDE SUPLEMENTAR - COMPROVAÇÃO DE PGTO MENSALIDADE. CRÍTICA - COMO PODE A UFRJ SUBMETER SEUS PENSIONISTAS A UMA COMPROVAÇÃO TÃO DÍFICIL??   A COMPROVAÇÃO OBRIGATORIAMENTE DEVERIA SER PELO GOV.BR, AONDE FOI REALIZADO  O PEDIDO. LÍ O MANUAL, NAO SEI SE ACERTEI.    "
224,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,SER,40116,,,2025-05-29 17:49:56.728,1,não consigo ir para o próximo passo
225,SIGEPE,Central de Mensagens,LEITOR,Leitor de mensagens,0,SER,26235,,,2025-05-29 17:47:11.996,3,NÃO HÁ POSSIBILIDADE DE MARCAR TODOS OS MARCADORES
226,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,SER,57202,,,2025-05-29 17:34:58.042,5,
227,SIGEPE,Gestão de Vínculo,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,57202,10110.0,,2025-05-29 17:30:13.726,1,"sistema lento, roda, não salva as atualizações e depois que passou para o sougov ficou o processo ainda mais comprometido. Assim, uma implantação que duraria segundos, passa para dois dias, prejudicando o fluxo do trabalho."
228,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,SER,26241,,,2025-05-29 17:18:40.588,2,Não consegui enviar meus comprovantes 
229,SIGEPE,Central de Mensagens,LEITOR,Leitor de mensagens,0,PEN,40805,,,2025-05-29 17:16:25.058,1,zero a esquerd
230,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,26245,,,2025-05-29 16:33:18.736,1,pagina tarefas em manutencao um dia antes de expirar o prazo de recadastramento de saude suplementar
231,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,26236,,,2025-05-29 15:29:39.84,1,Está em manutenção há mais de 1 semana e não consigo enviar o meu comprovante de pagamento do plano de saúde por isso.
232,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,26236,,,2025-05-29 14:18:03.44,1,"Estou tentando enviar a quitação do plano de saúde, mas lamentavelmente o sistema está fora do ar. Aliás, todos os anos esse é um problema recorrente."
233,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,26256,,,2025-05-29 13:59:46.406,1,Não estou conseguindo enviar comprovantes de plano de saúde porque pelo menos 3 dias mostra que o sistema está passando por manutenção.
234,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,40116,,,2025-05-29 12:19:21.054,1,não funciona
235,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,57202,,,2025-05-29 11:43:01.417,1,"site nunca está disponível.

"
236,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,,57202,11275.0,9601.0,2025-05-29 11:05:29.946,2,PÁGINA FORA DO AR SEM POSSIBILITAR REQUERIMENTO DECLARAÇÃO DE ACUMULAÇÃO DE CARGOS OBRIGATÓRIA.
237,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,26411,,,2025-05-29 10:59:55.909,1,não consigo acessar 
238,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,26249,,,2025-05-29 10:55:07.676,1,Está a 2 dias apresentando manutenção.
239,SIGEPE,Central de Mensagens,LEITOR,Leitor de mensagens,0,,17600,1082.0,1218.0,2025-05-29 10:37:51.186,1,Em manutenção há dias... 
240,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,,17600,1082.0,1218.0,2025-05-29 10:36:12.269,1,Em manutenção há dias.... Acesso impossível. Tempo perdido e paciência esgotada!
241,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,40701,,,2025-05-29 10:28:41.772,1,"Desde ontem tento fazer o upload do comprovante de pagamento do plano de saúde, e até agora o sistema retornar a mensagem: ""No momento, o sistema está passando por manutenção para melhorias e atualizações. Pedimos desculpas pelo transtorno. Clique aqui para voltar para sua Área de Trabalho""."
242,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,26429,,,2025-05-29 10:05:24.51,2,Não está funcionando. 
243,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,17600,,,2025-05-29 09:19:38.707,2,"Desde ontem à noite, dia 28 de maio, venho tentando acessar o serviço de requerimento, para encaminhar os comprovantes das minhas despesas médicas, sem sucesso."
244,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,26413,,,2025-05-29 09:06:49.802,1,"Faz uma semana que tento acessar a opção ""Requerimento"" e diz que a página está em mantunteção."
245,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,26241,,,2025-05-29 08:57:07.855,1,O prazo está acabando para incluir os comprovantes de pagamento de plano de saúde e a página não funciona.
246,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,SER,26413,,,2025-05-29 08:21:23.228,3,Acho lento e com muitos passos para uma coisa simples como o comprovante de saúde. 
247,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,26249,,,2025-05-29 05:45:04.484,2,Preciso enviar o comprovante de pagamento de plano de saúde. O sistema está em manutenção e o prazo se encerra 30/05/2025.
248,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,57202,,,2025-05-29 00:36:20.482,1,"PÁGINA EM MANUTENÇÃO HÁ DIAS, IMPOSSIBILITANDO O PREENCHIMENTO DA DECLARAÇÃO DE ACUMULAÇÃO DE CARGOS."
249,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,26419,,,2025-05-29 00:15:50.377,1,"estou a dias tentando enviar o comprovante dos pagamentos do plano de saúde referentes à saúde suplementar. No entanto, ao tentar enviar via sigepe requerimento, a seguinte mensagem parece na tela: página em manutenção, no momento, o sistema está passando por manutenção para melhorias e atualizações"
250,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,26257,,,2025-05-28 23:22:42.343,2,Por quê fazer manutenção m dia antes de terminar o prazo para apresentar o comprovante de despesas com plano de saúde?
251,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,SER,40116,,,2025-05-28 22:41:49.177,1,A funcionalidadr de comprovação de plano de saúde não funciona. Ela gera mensagem de erro quando tento adicionar um arquivo. 
252,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,57202,,,2025-05-28 21:40:07.242,1,Sistema de requerimento sempre em manutenção 
253,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,20115,,,2025-05-28 20:33:27.271,1,nao funciona
254,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,26262,,,2025-05-28 20:01:40.392,1,nõ é possivel enviar documentos
255,SIGEPE,Requerimento,SERVIDOBOASVIN,Ajuda,0,SER,26249,,,2025-05-28 19:22:40.431,2,"Faltam dois dias para encerramento do prazo para requerimento  para comprovação plano de saúde .

A pagina está em manutenção.

https://portal.ufrrj.br/wp-content/uploads/2020/09/Tutorial-para-comprovacao-de-Plano-de-Saude-definitiva.pdf"
256,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,57202,,,2025-05-28 16:57:10.455,1,nao funciona
257,SIGEPE,Central de Mensagens,LEITOR,Leitor de mensagens,0,SER,32396,,,2025-05-28 16:51:54.017,4,
258,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,39252,,,2025-05-28 16:40:34.116,5,"Não estou conseguindo dar sequencia a completar as informações que corresponde em anexar arquivos em se refere ao conselhamentos de de planos a que se referem a meu Plano de Saúde, e que após incluir acrescentar um novo plano a que estou aos fins de atualizar junto ao Sigepe"
259,SIGEPE,Central de Mensagens,LEITOR,Leitor de mensagens,0,SER,40100,,,2025-05-28 16:28:53.166,3,Alguns funçoes apresentam-se com falha sem retorno sobre os motivos do erro. Falta Atualizar o site.
260,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,26436,,,2025-05-28 16:11:35.158,2,Tarefa Requerimento está em Manutenção desde ontem pela manhã e os Servidores tem que enviar seus comprovantes de Pagamento dos Planos de Saúde até o dia 30/05/2025 e não está sendo possível!
261,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,,57202,8797.0,9144.0,2025-05-28 15:52:38.828,2,não está funcionando.
262,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,57202,,,2025-05-28 15:47:23.921,1,Sigepe não funciona. Preciso fazer a declaração de acumulação de cargos e já tem uns dias que o sistema não permite realizar requerimentos.
263,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,57202,,,2025-05-28 15:44:18.332,2,NÃO ENTRA
264,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,26432,,,2025-05-28 15:21:25.163,1,Preciso fazer minha comprovação anual do ressarcimento saúde mas o sistema não permite.
265,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,SER,17600,,,2025-05-28 14:56:44.202,1,MUITO RUIM. 
266,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,42201,,,2025-05-28 14:49:12.937,1,prazo expira dia 30 de maio para prestação de contas e está em manutenção hj dia 28/05/25
267,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,20115,580.0,1704.0,2025-05-28 14:11:49.1,1,Não consigo encontrar a opção para fazer novo requerimento.
268,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,,30204,750.0,852.0,2025-05-28 13:56:43.895,1,o prazo para comprovação expira sexta e o sistema está fora do ar há 2 dias
269,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,26249,,,2025-05-28 13:09:10.021,1,"eSTOU TENTANDO ACESSARA PÁGINA DESXDE 2A F PARA COLOCAR O REQUERIMENTO EXIGIDO DA UNIMED, E NÃO CONSIGO ENTRAR.
 aTT
 ROSANE"
270,SIGEPE,Central de Mensagens,LEITOR,Leitor de mensagens,0,,26278,1.0,867.0,2025-05-28 12:43:42.52,4,
271,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,33100,,,2025-05-28 11:53:03.545,1,Estou tentando dar entrada no requerimento de acumulação de cargos e o sistema está em manutenção desde ontem dia 27/5/2025. Prazo até 31/5/2025...
272,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,17600,,,2025-05-28 11:46:27.086,2,Não funciona. Há dois dias em manutenção. Não consigo enviar docto.
273,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,57202,,,2025-05-28 11:20:26.08,1,Serviço Indisponível
274,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,40116,,,2025-05-28 11:19:29.601,1,Existe previsão de quando o sistema voltará a funcionar?
275,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,26455,,,2025-05-28 10:54:32.553,1,"Estou tentando enviar comprovantes de quitação de plano de saúde e o sistema fora do ar a 2 dois dias, vergonha "
276,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,26422,,,2025-05-28 10:43:20.269,1,Só aparece página em manutenção a vários dias.
277,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,40108,,,2025-05-28 10:31:25.889,1,A pagina só aparece Em MANUTENÇÃO
278,SIGEPE,Requerimento,CONSULTPROCESS,Analisar Requerimento,77,SER,40116,,,2025-05-28 10:14:56.826,1,"Sistema muito lento, travando e com muitos erros!
"
279,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,17600,,,2025-05-28 08:25:24.553,1,Eu preciso encerrar meu requerimento de comprovação do Plano de Saúde. Eu já fiz os requerimentos mas eles precisam da juntada de documento (já foram avaliados) mas não tenho como juntar!
280,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,26436,,,2025-05-27 19:28:06.675,1,"Existe o prazo de submissão de despesas com saúde até 30/05 e fazem 3 dias, desde o dia 25, que esse módulo essa fora do ar. "
281,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,26415,,,2025-05-27 18:54:10.607,1,NÃO ENTRA
282,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,17600,,,2025-05-27 18:38:16.257,2,Quando se mais precisa está em manutenção.
283,SIGEPE,Requerimento,SERVIPACOTPROCE,Consultar,186,SER,57202,,,2025-05-27 16:45:06.615,5,
284,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,26422,,,2025-05-27 16:36:57.473,1,"estou tentando a vários dias incluir meu comprovante de pagamento do plano de saúde e obtenho esta msg, mesmo o prazo estando próximo do fim. "
